id,category,subcategory,address,subdivision,modified,neighborhood,lot_size,acres,year_built,style,heating,sqft,bedrooms,full_baths,half_baths
06008510114740000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:29:58 AM,206.002.A,00,0.48,,,,,,,
06008510115040000,RP,Residential Property,37 HACKERT DR,YELLOWSTONE HOLIDAY 1,10/13/2020 11:35:37 AM,206.002.A,00,0.61,2018,08 - Conventional,5 - Forced Air,1330,2,2,0
06008510115080000,RP,Residential Property,36 BEACH DR,YELLOWSTONE HOLIDAY 1,10/13/2020 11:34:14 AM,206.002.A,00,0.48,2002,08 - Conventional,5 - Forced Air,2135,4,3,1
06008510115120000,RP,Residential Property,68 BEACH DR,YELLOWSTONE HOLIDAY 1,10/13/2020 1:01:49 PM,206.002.A,00,0.48,2000,01 - Bi-Level,7 - Electric Baseboard/Electric Radiant,1120,3,2,0
06008510115160000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:32:53 AM,206.002.A,00,0.45,,,,,,,
06008510115200000,RP,Residential Property,128 BEACH DR,YELLOWSTONE HOLIDAY 1,10/13/2020 11:31:56 AM,206.002.A,00,0.45,2017,08 - Conventional,7 - Electric Baseboard/Electric Radiant,1127,4,2,0
06008510115240000,RP,Residential Property,154 BEACH DR,YELLOWSTONE HOLIDAY 1,10/13/2020 11:31:59 AM,206.002.A,00,0.5,2017,08 - Conventional,5 - Forced Air,1344,3,2,0
06008510115280000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:36:46 AM,206.002.A,00,0.52,,,,,,,
06008510115320000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:27:25 AM,206.002.A,00,0.47,,,,,,,
06008510115360000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:37:06 AM,206.002.A,00,0.5,,,,,,,
06008510115400000,RP,Residential Property,79 TATANKA TRL,YELLOWSTONE HOLIDAY 1,10/13/2020 11:24:43 AM,206.002.A,00,0.51,2009,03 - Ranch,7 - Electric Baseboard/Electric Radiant,1558,2,2,0
06008510115440000,RP,Residential Property,45 TATANKA TRL,YELLOWSTONE HOLIDAY 1,10/13/2020 11:23:28 AM,206.002.A,00,0.53,2011,08 - Conventional,5 - Forced Air,2563,3,2,0
