id,year,land,building,total,method
06079811301480000,2021,1827394,394306,2221700,INCOME
06079811301480000,2020,1101988,867712,1969700,INCOME
06079811301480000,2019,1101988,867712,1969700,INCOME
06079811301490000,2021,8017859,0,8017859,COST
06079811301490000,2020,2076319,0,2076319,COST
06079811301490000,2019,2076319,0,2076319,COST
06079811301500000,2021,922993,269807,1192800,INCOME
06079811301500000,2020,822441,180459,1002900,INCOME
06079811301500000,2019,822441,180459,1002900,INCOME
06079811301540000,2021,1633954,5482346,7116300,INCOME
06079811301540000,2020,1050415,4916485,5966900,INCOME
06079811301540000,2019,1050415,4916485,5966900,INCOME
06079811301560000,2021,1415906,1712794,3128700,INCOME
06079811301560000,2020,987901,1906499,2894400,INCOME
06079811301560000,2019,987901,1906499,2894400,INCOME
06079811301666500,2021,131150,0,131150,COST
06079811301666500,2020,259112,0,259112,COST
06079811301666500,2019,259112,0,259112,COST
06079811330010000,2021,325317,16500,341817,COST
06079811330010000,2020,485124,17670,502794,COST
06079811330010000,2019,485124,17670,502794,COST
06079811330030000,2021,172304,364096,536400,MKT
06079811330030000,2020,140320,330080,470400,MKT
06079811330030000,2019,140320,330080,470400,MKT
06079811330040000,2021,134472,156428,290900,MKT
06079811330040000,2020,86492,166908,253400,MKT
06079811330040000,2019,86492,166908,253400,MKT
06079811330307000,2021,280982,0,280982,COST
06079811330307000,2020,302599,0,302599,COST
06079811330307000,2019,302599,0,302599,COST
06079811334420000,2021,231675,125530,357205,COST
06079811334420000,2020,207636,128850,336486,COST
06079811334420000,2019,207636,128850,336486,COST
06079811334460000,2021,292295,0,292295,COST
06079811334460000,2020,393658,0,393658,COST
06079811334460000,2019,393658,0,393658,COST
06079811338340000,2021,310768,0,310768,COST
06079811338340000,2020,368363,0,368363,COST
06079811338340000,2019,368363,0,368363,COST
06079811338400000,2021,488970,1990390,2479360,COST
06079811338400000,2020,252787,1733880,1986667,COST
06079811338400000,2019,252787,1733880,1986667,COST
06079811340010000,2021,213364,214636,428000,MKT
06079811340010000,2020,212960,161940,374900,MKT
06079811340010000,2019,212960,161940,374900,MKT
06079811340020000,2021,195900,355900,551800,INCOME
06079811340020000,2020,163100,320700,483800,INCOME
06079811340020000,2019,163100,320700,483800,INCOME
06079811340030000,2021,210051,0,210051,COST
06079811340030000,2020,206554,0,206554,COST
06079811340030000,2019,206554,0,206554,COST
06079811340040000,2021,210165,166035,376200,INCOME
06079811340040000,2020,206773,131527,338300,INCOME
06079811340040000,2019,206773,131527,338300,INCOME
06079811340050000,2021,153503,264397,417900,MKT
06079811340050000,2020,124038,218362,342400,MKT
06079811340050000,2019,124038,218362,342400,MKT
06079811340060000,2021,173941,0,173941,COST
06079811340060000,2020,142933,0,142933,COST
06079811340060000,2019,142933,0,142933,COST
06079811340070000,2021,152650,244550,397200,MKT
06079811340070000,2020,123264,198036,321300,MKT
06079811340070000,2019,123264,198036,321300,MKT
06079811340080000,2021,158831,135669,294500,INCOME
06079811340080000,2020,128881,130619,259500,INCOME
06079811340080000,2019,128881,130619,259500,INCOME
06079811340090000,2021,195900,204400,400300,MKT
06079811340090000,2020,163100,169400,332500,MKT
06079811340090000,2019,163100,169400,332500,MKT
06079811340100000,2021,235880,216210,452090,COST
06079811340100000,2020,215056,172844,387900,MKT
06079811340100000,2019,215056,172844,387900,MKT
06079811353010000,2021,154881,306019,460900,INCOME
06079811353010000,2020,113960,308340,422300,INCOME
06079811353010000,2019,113960,308340,422300,INCOME
06079811353030000,2021,145419,226881,372300,MKT
06079811353030000,2020,100767,221633,322400,MKT
06079811353030000,2019,100767,221633,322400,MKT
06079811353050000,2021,139251,249449,388700,MKT
06079811353050000,2020,92593,234707,327300,MKT
06079811353050000,2019,92593,234707,327300,MKT
06079811353070000,2021,135138,274162,409300,MKT
06079811353070000,2020,87329,298871,386200,MKT
06079811353070000,2019,87329,298871,386200,MKT
06079811353090000,2021,144423,316477,460900,INCOME
06079811353090000,2020,99424,322876,422300,INCOME
06079811353090000,2019,99424,322876,422300,INCOME
06079811353110000,2021,129296,247304,376600,MKT
06079811353110000,2020,80113,242887,323000,MKT
06079811353110000,2019,80113,242887,323000,MKT
06079811353130000,2021,132183,234617,366800,MKT
06079811353130000,2020,83641,244659,328300,MKT
06079811353130000,2019,83641,244659,328300,MKT
06079811353150000,2021,134067,242333,376400,MKT
06079811353150000,2020,85984,251816,337800,MKT
06079811353150000,2019,85984,251816,337800,MKT
06079811353170000,2021,146544,308456,455000,MKT
06079811353170000,2020,102293,310007,412300,MKT
06079811353170000,2019,102293,310007,412300,MKT
06079811353190000,2021,136655,228345,365000,MKT
06079811353190000,2020,89253,237347,326600,MKT
06079811353190000,2019,89253,237347,326600,MKT
06079811353210000,2021,145096,282804,427900,MKT
06079811353210000,2020,100331,291369,391700,MKT
06079811353210000,2019,100331,291369,391700,MKT
06079811353230000,2021,145247,310353,455600,MKT
06079811353230000,2020,100534,314866,415400,MKT
06079811353230000,2019,100534,314866,415400,MKT
06079811353250000,2021,141782,268118,409900,MKT
06079811353250000,2020,95905,253695,349600,MKT
06079811353250000,2019,95905,253695,349600,MKT
06079811353270000,2021,153624,312176,465800,MKT
06079811353270000,2020,112161,297839,410000,MKT
06079811353270000,2019,112161,297839,410000,MKT
06079811353290000,2021,137530,228470,366000,MKT
06079811353290000,2020,90372,244428,334800,MKT
06079811353290000,2019,90372,244428,334800,MKT
06079811353310000,2021,141261,289439,430700,MKT
06079811353310000,2020,95220,284680,379900,MKT
06079811353310000,2019,95220,284680,379900,MKT
06079811353330000,2021,138883,270117,409000,MKT
06079811353330000,2020,92116,255284,347400,MKT
06079811353330000,2019,92116,255284,347400,MKT
06079811353350000,2021,134201,245999,380200,MKT
06079811353350000,2020,86151,246549,332700,MKT
06079811353350000,2019,86151,246549,332700,MKT
06079811353370000,2021,128664,270536,399200,MKT
06079811353370000,2020,79350,258950,338300,MKT
06079811353370000,2019,79350,258950,338300,MKT
06079811353390000,2021,127548,235752,363300,MKT
06079811353390000,2020,78012,201988,280000,OVR
06079811353390000,2019,78012,201988,280000,OVR
06079811353410000,2021,136151,257149,393300,MKT
06079811353410000,2020,88612,259388,348000,MKT
06079811353410000,2019,88612,262388,351000,MKT
06079811353436500,2021,40190,0,40190,COST
06079811353436500,2020,25758,0,25758,COST
06079811353436500,2019,25758,0,25758,COST
06079811353450000,2021,138729,264371,403100,MKT
06079811353450000,2020,91916,276784,368700,MKT
06079811353450000,2019,91916,276784,368700,MKT
06079811353470000,2021,135019,253381,388400,MKT
06079811353470000,2020,87180,258120,345300,MKT
06079811353470000,2019,87180,258120,345300,MKT
06079811353490000,2021,134326,261874,396200,MKT
06079811353490000,2020,86308,261192,347500,MKT
06079811353490000,2019,86308,261192,347500,MKT
06079811353510000,2021,133986,237314,371300,MKT
06079811353510000,2020,85883,242917,328800,MKT
06079811353510000,2019,85883,242917,328800,MKT
06079811353530000,2021,134468,300032,434500,MKT
06079811353530000,2020,86486,292814,379300,MKT
06079811353530000,2019,86486,292814,379300,MKT
06079811353550000,2021,142251,308049,450300,MKT
06079811353550000,2020,96526,293474,390000,MKT
06079811353550000,2019,96526,293474,390000,MKT
06079811353570000,2021,143136,242464,385600,MKT
06079811353570000,2020,97702,225598,323300,MKT
06079811353570000,2019,97702,225598,323300,MKT
06079811353597000,2021,289772,0,289772,COST
06079811353597000,2020,387054,0,387054,COST
06079811353597000,2019,387054,0,387054,COST
06079811354016500,2021,79833,0,79833,COST
06079811354016500,2020,98332,0,98332,COST
06079811354016500,2019,98332,0,98332,COST
06079811354030000,2021,134557,215443,350000,MKT
06079811354030000,2020,86598,217602,304200,MKT
06079811354030000,2019,86598,217602,304200,MKT
06079811354050000,2021,132618,277582,410200,MKT
06079811354050000,2020,84179,270521,354700,MKT
06079811354050000,2019,84179,270521,354700,MKT
06079811354070000,2021,132766,227034,359800,MKT
06079811354070000,2020,84362,232638,317000,MKT
06079811354070000,2019,84362,232638,317000,MKT
06079811354090000,2021,134392,234708,369100,MKT
06079811354090000,2020,86391,243209,329600,MKT
06079811354090000,2019,86391,243209,329600,MKT
06079811354110000,2021,135889,232111,368000,MKT
06079811354110000,2020,88279,234121,322400,MKT
06079811354110000,2019,88279,234121,322400,MKT
06079811354130000,2021,131253,265247,396500,MKT
06079811354130000,2020,82496,256204,338700,MKT
06079811354130000,2019,82496,256204,338700,MKT
06079811354150000,2021,128864,240436,369300,MKT
06079811354150000,2020,79591,242009,321600,MKT
06079811354150000,2019,79591,242009,321600,MKT
06079811354170000,2021,129822,240978,370800,MKT
06079811354170000,2020,80750,244650,325400,MKT
06079811354170000,2019,80750,244650,325400,MKT
06079811354190000,2021,128448,229252,357700,MKT
06079811354190000,2020,79090,235210,314300,MKT
06079811354190000,2019,79090,235210,314300,MKT
06079811354210000,2021,130227,269773,400000,MKT
06079811354210000,2020,81242,275658,356900,MKT
06079811354210000,2019,81242,275658,356900,MKT
06079811354230000,2021,131790,239710,371500,MKT
06079811354230000,2020,83157,244843,328000,MKT
06079811354230000,2019,83157,244843,328000,MKT
06079811354250000,2021,136727,254073,390800,MKT
06079811354250000,2020,89345,248055,337400,MKT
06079811354250000,2019,89345,248055,337400,MKT
06079811354270000,2021,137580,228920,366500,MKT
06079811354270000,2020,90436,235064,325500,MKT
06079811354270000,2019,90436,235064,325500,MKT
06079811357030000,2021,148942,306158,455100,MKT
06079811357030000,2020,105587,313413,419000,MKT
06079811357030000,2019,105587,313413,419000,MKT
06079811357050000,2021,142644,245056,387700,MKT
06079811357050000,2020,97048,257652,354700,MKT
06079811357050000,2019,97048,257652,354700,MKT
06079811357070000,2021,138984,259916,398900,MKT
06079811357070000,2020,92247,267753,360000,MKT
06079811357070000,2019,92247,267753,360000,MKT
06079811357090000,2021,139332,235268,374600,MKT
06079811357090000,2020,92697,251403,344100,MKT
06079811357090000,2019,92697,251403,344100,MKT
06079811357110000,2021,139336,245864,385200,MKT
06079811357110000,2020,92702,244698,337400,MKT
06079811357110000,2019,92702,244698,337400,MKT
06079811357130000,2021,139348,270252,409600,MKT
06079811357130000,2020,92718,266282,359000,MKT
06079811357130000,2019,92718,266282,359000,MKT
06079811357150000,2021,139364,235336,374700,MKT
06079811357150000,2020,92739,240561,333300,MKT
06079811357150000,2019,92739,240561,333300,MKT
06079811357170000,2021,144558,224742,369300,MKT
06079811357170000,2020,99605,218995,318600,MKT
06079811357170000,2019,99605,218995,318600,MKT
06079811359010000,2021,134441,219859,354300,MKT
06079811359010000,2020,86453,224047,310500,MKT
06079811359010000,2019,86453,222047,308500,MKT
06079811359030000,2021,134062,229038,363100,MKT
06079811359030000,2020,85978,237222,323200,MKT
06079811359030000,2019,85978,237222,323200,MKT
06079811359050000,2021,135181,229019,364200,MKT
06079811359050000,2020,87384,232616,320000,MKT
06079811359050000,2019,87384,232616,320000,MKT
06079811359070000,2021,140327,234473,374800,MKT
06079811359070000,2020,93995,233205,327200,MKT
06079811359070000,2019,93995,233205,327200,MKT
06079811359090000,2021,138262,236838,375100,MKT
06079811359090000,2020,91314,236886,328200,MKT
06079811359090000,2019,91314,236886,328200,MKT
06079811359110000,2021,150153,207047,357200,MKT
06079811359110000,2020,107269,211631,318900,MKT
06079811359110000,2019,107269,211631,318900,MKT
06079811359130000,2021,141466,255234,396700,MKT
06079811359130000,2020,95489,260711,356200,MKT
06079811359130000,2019,95489,260711,356200,MKT
06079811359150000,2021,145358,223842,369200,MKT
06079811359150000,2020,100684,220716,321400,MKT
06079811359150000,2019,100684,220716,321400,MKT
06079811359170000,2021,137065,237935,375000,MKT
06079811359170000,2020,89776,227124,316900,MKT
06079811359170000,2019,89776,227124,316900,MKT
06079811359190000,2021,150199,312101,462300,MKT
