id,year,land,building,total,method
06079918101200000,2021,424508,569410,993918,COST
06079918101200000,2020,303959,544360,848319,COST
06079918101200000,2019,303959,544360,848319,COST
06079918101250000,2021,322665,0,322665,COST
06079918101250000,2020,231935,0,231935,COST
06079918101250000,2019,231935,0,231935,COST
06079918101300000,2021,4609,515080,519689,COST
06079918101300000,2020,4988,499020,504008,COST
06079918101300000,2019,4988,499020,504008,COST
06079918101350000,2021,226710,149340,376050,COST
06079918101350000,2020,163777,144220,307997,COST
06079918101350000,2019,163777,144220,307997,COST
06079918101400000,2021,932775,1547025,2479800,INCOME
06079918101400000,2020,687890,1712510,2400400,INCOME
06079918101400000,2019,672728,1727672,2400400,INCOME
06079918101450000,2021,1413039,334880,1747919,COST
06079918101450000,2020,1033447,327850,1361297,COST
06079918101450000,2019,1031550,327850,1359400,COST
06079918101500000,2021,413129,0,413129,COST
06079918101500000,2020,295926,0,295926,COST
06079918101500000,2019,295926,0,295926,COST
06079918101550000,2021,303058,41030,344088,COST
06079918101550000,2020,218034,40030,258064,COST
06079918101550000,2019,218034,42160,260194,COST
06079918101600000,2021,914485,0,914485,COST
06079918101600000,2020,390279,0,390279,COST
06079918101600000,2019,390279,0,390279,COST
06079918103010000,2021,221355,0,221355,COST
06079918103010000,2020,157262,0,157262,COST
06079918103010000,2019,157262,0,157262,COST
06079918120050000,2021,131674,318826,450500,MKT
06079918120050000,2020,99338,272262,371600,MKT
06079918120050000,2019,99338,272262,371600,MKT
06079918120107000,2021,229592,0,229592,COST
06079918120107000,2020,171852,0,171852,COST
06079918120107000,2019,171852,0,171852,COST
06079918120150000,2021,290523,106977,397500,MKT
06079918120150000,2020,216737,86970,303707,COST
06079918120150000,2019,216737,86970,303707,COST
06079918120250000,2021,229592,221508,451100,MKT
06079918120250000,2020,171852,220348,392200,MKT
06079918120250000,2019,171852,186148,358000,MKT
06079918120300000,2021,248696,0,248696,COST
06079918120300000,2020,185942,0,185942,COST
06079918120300000,2019,185942,0,185942,COST
06079918120350000,2021,229592,294600,524192,COST
06079918120350000,2020,171852,290480,462332,COST
06079918120350000,2019,171852,290480,462332,COST
06079918120400000,2021,104696,341304,446000,MKT
06079918120400000,2020,79241,271259,350500,MKT
06079918120400000,2019,79241,271259,350500,MKT
06079918120450000,2021,245217,336583,581800,INCOME
06079918120450000,2020,169348,363252,532600,INCOME
06079918120450000,2019,169348,363252,532600,INCOME
06079918131016500,2021,74789,0,74789,COST
06079918131016500,2020,53956,0,53956,COST
06079918131016500,2019,53956,0,53956,COST
06079918140010000,2021,4104770,32328660,36433430,COST
06079918140010000,2020,1696758,31071790,32768548,COST
06079918140010000,2019,1696758,31071790,32768548,COST
06079918140036500,2021,35361,0,35361,COST
06079918140036500,2020,25783,0,25783,COST
06079918140036500,2019,25783,0,25783,COST
06079918141010000,2021,132428,490272,622700,MKT
06079918141010000,2020,99898,451002,550900,MKT
06079918141010000,2019,99898,451002,550900,MKT
06079918141030000,2021,127703,492197,619900,MKT
06079918141030000,2020,96383,451017,547400,MKT
06079918141030000,2019,96383,451017,547400,MKT
06079918141050000,2021,127379,587021,714400,MKT
06079918141050000,2020,96142,599358,695500,MKT
06079918141050000,2019,96142,599358,695500,MKT
06079918141070000,2021,127703,549997,677700,MKT
06079918141070000,2020,96383,501917,598300,MKT
06079918141070000,2019,96383,0,96383,COST
06079918141090000,2021,124959,421241,546200,MKT
06079918141090000,2020,94341,397259,491600,MKT
06079918141090000,2019,94341,397259,491600,MKT
06079918141110000,2021,122399,596201,718600,MKT
06079918141110000,2020,92436,528864,621300,MKT
06079918141110000,2019,92436,528864,621300,MKT
06079918141130000,2021,122399,552701,675100,MKT
06079918141130000,2020,92436,498264,590700,MKT
06079918141130000,2019,92436,498264,590700,MKT
06079918141150000,2021,122399,494001,616400,MKT
06079918141150000,2020,92436,453664,546100,MKT
06079918141150000,2019,92436,453664,546100,MKT
06079918141170000,2021,122399,562701,685100,MKT
06079918141170000,2020,92436,498164,590600,MKT
06079918141170000,2019,92436,498164,590600,MKT
06079918141190000,2021,122399,572801,695200,MKT
06079918141190000,2020,92436,514364,606800,MKT
06079918141190000,2019,92436,514364,606800,MKT
06079918141210000,2021,122399,500001,622400,MKT
06079918141210000,2020,92436,459964,552400,MKT
06079918141210000,2019,92436,459964,552400,MKT
06079918141230000,2021,122399,481501,603900,MKT
06079918141230000,2020,92436,450964,543400,MKT
06079918141230000,2019,92436,450964,543400,MKT
06079918141250000,2021,122399,558201,680600,MKT
06079918141250000,2020,92436,506664,599100,MKT
06079918141250000,2019,92436,506664,599100,MKT
06079918141270000,2021,122399,555701,678100,MKT
06079918141270000,2020,92436,512464,604900,MKT
06079918141270000,2019,92436,512464,604900,MKT
06079918141290000,2021,131960,503740,635700,MKT
06079918141290000,2020,99550,459450,559000,MKT
06079918141290000,2019,99550,459450,559000,MKT
06079918141316500,2021,181532,0,181532,COST
06079918141316500,2020,129332,0,129332,COST
06079918141316500,2019,129332,0,129332,COST
06079918142016500,2021,125810,0,125810,COST
06079918142016500,2020,90099,0,90099,COST
06079918142016500,2019,90099,0,90099,COST
06079918142030000,2021,120070,530030,650100,MKT
06079918142030000,2020,87522,468478,556000,MKT
06079918142030000,2019,87522,468478,556000,MKT
06079918142050000,2021,103728,495872,599600,MKT
06079918142050000,2020,75767,456433,532200,MKT
06079918142050000,2019,75767,456433,532200,MKT
06079918142070000,2021,103728,467172,570900,MKT
06079918142070000,2020,75767,428533,504300,MKT
06079918142070000,2019,75767,331860,407627,COST
06079918142090000,2021,103728,477572,581300,MKT
06079918142090000,2020,75767,438833,514600,MKT
06079918142090000,2019,75767,438833,514600,MKT
06079918142110000,2021,111830,481570,593400,MKT
06079918142110000,2020,81598,448802,530400,MKT
06079918142110000,2019,81598,448802,530400,MKT
06079918142130000,2021,103728,508872,612600,MKT
