id,year,land,building,total,method
06008625101010000,2021,11119,0,11119,COST
06008625101010000,2020,9974,0,9974,COST
06008625101010000,2019,9974,0,9974,COST
06008626101010000,2021,11795,0,11795,COST
06008626101010000,2020,10995,0,10995,COST
06008626101010000,2019,10995,0,10995,COST
06008627101010000,2021,228280,0,228280,COST
06008627101010000,2020,123341,0,123341,COST
06008627101010000,2019,123341,0,123341,COST
06008627401010000,2021,3643,0,3643,COST
06008627401010000,2020,2801,0,2801,COST
06008627401010000,2019,2801,0,2801,COST
06008628101010000,2021,324935,0,324935,COST
06008628101010000,2020,175266,0,175266,COST
06008628101010000,2019,175266,0,175266,COST
06008629101010000,2021,330413,0,330413,COST
06008629101010000,2020,178187,0,178187,COST
06008629101010000,2019,178187,0,178187,COST
06008630101010000,2021,325180,0,325180,COST
06008630101010000,2020,175441,0,175441,COST
06008630101010000,2019,175441,0,175441,COST
06008631101010000,2021,326995,0,326995,COST
06008631101010000,2020,176378,0,176378,COST
06008631101010000,2019,176378,0,176378,COST
06008632101010000,2021,312874,0,312874,COST
06008632101010000,2020,168877,0,168877,COST
06008632101010000,2019,168877,0,168877,COST
06008633101010000,2021,325088,0,325088,COST
06008633101010000,2020,175332,0,175332,COST
06008633101010000,2019,175332,0,175332,COST
06008634101010000,2021,254133,0,254133,COST
06008634101010000,2020,137086,0,137086,COST
06008634101010000,2019,137086,0,137086,COST
06008634401010000,2021,2126,0,2126,COST
06008634401010000,2020,1982,0,1982,COST
06008634401010000,2019,1982,0,1982,COST
06008635101010000,2021,11797,0,11797,COST
06008635101010000,2020,10997,0,10997,COST
06008635101010000,2019,10997,0,10997,COST
06008636101010000,2021,11137,0,11137,COST
06008636101010000,2020,9971,0,9971,COST
06008636101010000,2019,9971,0,9971,COST
06010701101010000,2021,216166,0,216166,COST
06010701101010000,2020,116404,0,116404,COST
06010701101010000,2019,116404,0,116404,COST
06010702101010000,2021,245230,0,245230,COST
06010702101010000,2020,131655,0,131655,COST
06010702101010000,2019,131655,0,131655,COST
06010703101010000,2021,199214,0,199214,COST
06010703101010000,2020,107507,0,107507,COST
06010703101010000,2019,107507,0,107507,COST
06010704101010000,2021,242347,0,242347,COST
06010704101010000,2020,130143,0,130143,COST
06010704101010000,2019,130143,0,130143,COST
06010709101010000,2021,217590,0,217590,COST
06010709101010000,2020,117152,0,117152,COST
06010709101010000,2019,117152,0,117152,COST
06010710101010000,2021,190349,0,190349,COST
06010710101010000,2020,102854,0,102854,COST
