id,year,land,building,total,method
06006234213280000,2021,313065,198350,511415,COST
06006234213280000,2020,258292,196990,455282,COST
06006234213280000,2019,258292,196990,455282,COST
06006234213300000,2021,362294,361406,723700,INCOME
06006234213300000,2020,412131,280740,692871,COST
06006234213300000,2019,412131,280740,692871,COST
06006234214010000,2021,313065,153820,466885,COST
06006234214010000,2020,257926,181480,439406,COST
06006234214010000,2019,257926,181480,439406,COST
06006234214030000,2021,313065,137490,450555,COST
06006234214030000,2020,258292,25208,283500,INCOME
06006234214030000,2019,258292,25208,283500,INCOME
06006234214050000,2021,313065,861590,1174655,COST
06006234214050000,2020,258292,842670,1100962,COST
06006234214050000,2019,258292,842670,1100962,COST
06006234214070000,2021,313065,144335,457400,INCOME
06006234214070000,2020,258292,126950,385242,COST
06006234214070000,2019,258292,126950,385242,COST
06006234214090000,2021,270525,299710,570235,COST
06006234214090000,2020,161648,291700,453348,COST
06006234214090000,2019,161648,291700,453348,COST
06006234214120000,2021,313065,343990,657055,COST
06006234214120000,2020,257926,334740,592666,COST
06006234214120000,2019,257926,334740,592666,COST
06006234214140000,2021,270525,182140,452665,COST
06006234214140000,2020,161877,179680,341557,COST
06006234214140000,2019,161877,179680,341557,COST
06006234214160000,2021,313065,233435,546500,INCOME
06006234214160000,2020,258292,186908,445200,INCOME
06006234214160000,2019,258292,186908,445200,INCOME
06006234214180000,2021,313065,69335,382400,INCOME
06006234214180000,2020,258292,92008,350300,INCOME
06006234214180000,2019,258292,92008,350300,INCOME
06006234214200000,2021,313065,6735,319800,MKT
06006234214200000,2020,257926,24374,282300,MKT
06006234214200000,2019,257926,24374,282300,MKT
06006234214220000,2021,313065,186420,499485,COST
06006234214220000,2020,258292,204110,462402,COST
06006234214220000,2019,258292,204110,462402,COST
06006234214240000,2021,313065,306430,619495,COST
06006234214240000,2020,258292,287300,545592,COST
06006234214240000,2019,258292,287300,545592,COST
06006234214260000,2021,313065,338735,651800,INCOME
06006234214260000,2020,258292,227408,485700,INCOME
06006234214260000,2019,258292,227408,485700,INCOME
06006234214280000,2021,313065,208220,521285,COST
06006234214280000,2020,257926,267180,525106,COST
06006234214280000,2019,257926,267180,525106,COST
06006234214300000,2021,313065,0,313065,COST
06006234214300000,2020,257926,0,257926,COST
06006234214300000,2019,257926,0,257926,COST
06006234215050000,2021,313065,488035,801100,INCOME
06006234215050000,2020,258292,373108,631400,INCOME
06006234215050000,2019,258292,373108,631400,INCOME
06006234215070000,2021,743139,161620,904759,COST
06006234215070000,2020,393479,102060,495539,COST
06006234215070000,2019,393479,102060,495539,COST
06006234215080000,2021,743139,560560,1303699,COST
06006234215080000,2020,393479,735021,1128500,INCOME
06006234215080000,2019,393479,735021,1128500,INCOME
06006234215090000,2021,743139,295060,1038199,COST
06006234215090000,2020,393479,310660,704139,COST
