id,category,subcategory,address,subdivision,modified,neighborhood,lot_size,acres,year_built,style,heating,sqft,bedrooms,full_baths,half_baths
,,,,,,,,,,,,,,,
06002201101010000,RP,Government Property,,,10/13/2020 11:31:00 AM,206.002,,120,,,,,,,
06002301101010000,RP,Government Property,,,10/13/2020 11:40:00 AM,206.002,,591.3,,,,,,,
06002302101010000,RP,Government Property,,,10/13/2020 11:30:48 AM,206.002,,639.85,,,,,,,
06002303101010000,RP,Government Property,,,10/13/2020 11:36:00 AM,206.002,,546,,,,,,,
06002303401010000,RP,Government Property,,,10/13/2020 11:35:02 AM,206.002,,109.02,,,,,,,
06002304101010000,RP,Government Property,,,10/13/2020 11:30:30 AM,206.002,,81.372,,,,,,,
06002305101010000,RP,Government Property,,,10/13/2020 11:27:06 AM,206.002,,640,,,,,,,
06002306101010000,RP,Government Property,,,10/13/2020 11:27:38 AM,206.002,,630,,,,,,,
06002307101010000,RP,Government Property,,,10/13/2020 11:25:55 AM,206.002,,95,,,,,,,
06002308101010000,RP,Government Property,,,10/13/2020 11:31:31 AM,206.002,,600,,,,,,,
06002309101010000,RP,Government Property,,,10/13/2020 11:25:41 AM,206.002,,640,,,,,,,
06002310101010000,RP,Government Property,,,10/13/2020 11:31:14 AM,206.002,,546,,,,,,,
06002310401010000,RP,Government Property,,,10/13/2020 11:25:31 AM,206.002,,106.13,,,,,,,
06002311101010000,RP,Government Property,,,10/13/2020 11:30:35 AM,206.002,,640,,,,,,,
06002312101010000,RP,Government Property,,,10/13/2020 11:28:08 AM,206.002,,598.521,,,,,,,
06002313101010000,RP,Government Property,,,10/13/2020 11:36:01 AM,206.002,,605.868,,,,,,,
06002314101010000,RP,Government Property,,,10/13/2020 11:36:22 AM,206.002,,640.01,,,,,,,
06002315101010000,RP,Government Property,,,10/13/2020 11:35:03 AM,206.002,,546,,,,,,,
06002315401010000,RP,Government Property,,,10/13/2020 11:36:03 AM,206.002,,103.69,,,,,,,
06002316101010000,RP,Government Property,,,10/13/2020 11:24:29 AM,206.002,,605,,,,,,,
06002317101010000,RP,Government Property,,,10/13/2020 11:23:29 AM,206.002,,5,,,,,,,
06002317401010000,RP,Government Property,,,10/13/2020 11:34:49 AM,206.002,,30,,,,,,,
06002320101010000,RP,Government Property,,,10/13/2020 11:30:30 AM,206.002,,75,,,,,,,
06002321101010000,RP,Government Property,,,10/13/2020 11:23:40 AM,206.002,,630,,,,,,,
06002322101010000,RP,Government Property,,,10/13/2020 11:32:41 AM,206.002,,546,,,,,,,
