id,year,land,building,total,method
06069707101300000,2021,788,0,788,COST
06069707101300000,2020,52,0,52,COST
06069707101300000,2019,52,0,52,COST
06069707301010000,2021,67067,0,67067,COST
06069707301010000,2020,70289,0,70289,COST
06069707301010000,2019,70289,0,70289,COST
06069707401010000,2021,12429,0,12429,COST
06069707401010000,2020,11571,0,11571,COST
06069707401010000,2019,11571,0,11571,COST
06069708101010000,2021,12538,0,12538,COST
06069708101010000,2020,13200,0,13200,COST
06069708101010000,2019,13200,0,13200,COST
06069708101100000,2021,23250,1427750,1451000,COST
06069708101100000,2020,22017,1196220,1218237,COST
06069708101100000,2019,22017,1111310,1133327,COST
06069708201010000,2021,10680,0,10680,COST
06069708201010000,2020,10060,0,10060,COST
06069708201010000,2019,10060,0,10060,COST
06069708201100000,2021,34482,600360,634842,COST
06069708201100000,2020,32430,520950,553380,COST
06069708201100000,2019,32430,520950,553380,COST
06069708301010000,2021,22503,1640150,1662653,COST
06069708301010000,2020,21410,1399430,1420840,COST
06069708301010000,2019,21410,1501110,1522520,COST
06069709101010000,2021,505714,597320,1103034,COST
06069709101010000,2020,252927,526980,779907,COST
06069709101010000,2019,252927,526980,779907,COST
06069709101020000,2021,145202,20530,165732,COST
06069709101020000,2020,114819,19500,134319,COST
06069709101020000,2019,114819,19500,134319,COST
06069709101200000,2021,219852,345748,565600,MKT
06069709101200000,2020,148843,313057,461900,MKT
06069709101200000,2019,148843,196457,345300,MKT
06069709101450000,2021,19195,315170,334365,COST
06069709101450000,2020,18233,287740,305973,COST
06069709101450000,2019,18233,287740,305973,COST
06069709101650000,2021,474679,18530,493209,COST
06069709101650000,2020,242934,18530,261464,COST
06069709101650000,2019,242934,18530,261464,COST
06069709101700000,2021,146521,635590,782111,COST
06069709101700000,2020,116046,574830,690876,COST
06069709101700000,2019,116046,574830,690876,COST
06069709201036500,2021,143165,489790,632955,COST
06069709201036500,2020,73106,475510,548616,COST
06069709201036500,2019,73106,475510,548616,COST
06069709201060000,2021,147862,1669350,1817212,COST
06069709201060000,2020,117294,925600,1042894,COST
06069709201060000,2019,117294,216150,333444,COST
06069709202010000,2021,148332,788150,936482,COST
06069709202010000,2020,117732,692220,809952,COST
06069709202010000,2019,117732,692220,809952,COST
06069709350010000,2021,145322,745850,891172,COST
06069709350010000,2020,1282,0,1282,COST
06069709350010000,2019,1282,0,1282,COST
06069709401010000,2021,82908,0,82908,COST
06069709401010000,2020,51636,0,51636,COST
06069709401010000,2019,51636,0,51636,COST
06069709401200000,2021,71237,0,71237,COST
06069709401200000,2020,57993,0,57993,COST
06069709401200000,2019,57993,0,57993,COST
06069709401400000,2021,432603,491250,923853,COST
06069709401400000,2020,228997,417550,646547,COST
06069709401400000,2019,228997,417550,646547,COST
06069709402010000,2021,10821,110460,121281,COST
06069709402010000,2020,10457,99420,109877,COST
06069709402010000,2019,10457,99420,109877,COST
06069709402150000,2021,402830,2085020,2487850,COST
06069709402150000,2020,228610,520000,748610,COST
06069709402150000,2019,228610,528840,757450,COST
06069709402280000,2021,14015,606800,620815,COST
06069709402280000,2020,16376,546810,563186,COST
06069709402280000,2019,16376,546810,563186,COST
06069709402320000,2021,6908,1003220,1010128,COST
06069709402320000,2020,7469,898610,906079,COST
06069709402320000,2019,7469,898610,906079,COST
06069709402400000,2021,378600,454300,832900,MKT
06069709402400000,2020,210364,498936,709300,MKT
06069709402400000,2019,210364,498936,709300,MKT
06069709402550000,2021,449022,463010,912032,COST
