id,year,land,building,total,method
06042831205160000,2019,1105845,238660,1344505,COST
06042831301010000,2021,388558,0,388558,COST
06042831301010000,2020,345092,0,345092,COST
06042831301010000,2019,345092,0,345092,COST
06042831301150000,2021,593219,0,593219,COST
06042831301150000,2020,561159,0,561159,COST
06042831301150000,2019,561159,0,561159,COST
06042831301160000,2021,544993,2439520,2984513,COST
06042831301160000,2020,509064,1647330,2156394,COST
06042831301160000,2019,509064,1645640,2154704,COST
06042831301200000,2021,347466,910310,1257776,COST
06042831301200000,2020,303498,507210,810708,COST
06042831301200000,2019,303498,507210,810708,COST
06042831301260000,2021,505734,75450,581184,COST
06042831301260000,2020,467158,119710,586868,COST
06042831301260000,2019,467158,119710,586868,COST
06042831301280000,2021,373415,213170,586585,COST
06042831301280000,2020,329684,130870,460554,COST
06042831301280000,2019,329684,130870,460554,COST
06042831301320000,2021,533298,386370,919668,COST
06042831301320000,2020,496532,294590,791122,COST
06042831301320000,2019,496532,294590,791122,COST
06042831301360000,2021,389056,1020744,1409800,INCOME
06042831301360000,2020,570562,821838,1392400,INCOME
06042831301360000,2019,570562,821838,1392400,INCOME
06042831301380000,2021,441539,0,441539,COST
06042831301380000,2020,709520,0,709520,COST
06042831301380000,2019,709520,0,709520,COST
06042831301440000,2021,373248,480710,853958,COST
06042831301440000,2020,1654,422610,424264,COST
06042831301440000,2019,1654,422610,424264,COST
06042831301460000,2021,242175,640998,883173,MRA
06042831301460000,2020,200449,557151,757600,MKT
06042831301460000,2019,200449,557151,757600,MKT
06042831301480000,2021,195094,418950,614044,COST
06042831301480000,2020,156359,234400,390759,COST
06042831301480000,2019,156359,234400,390759,COST
06042831301500000,2021,304425,658690,963115,COST
06042831301500000,2020,260713,539269,799982,MRA
06042831301500000,2019,260713,539269,799982,MRA
06042831301520000,2021,379629,777450,1157079,COST
06042831301520000,2020,335996,664150,1000146,COST
06042831301520000,2019,335996,547620,883616,COST
06042831301560000,2021,223,0,223,COST
06042831301560000,2020,207,0,207,COST
06042831301560000,2019,207,0,207,COST
06042831301580000,2021,533,0,533,COST
06042831301580000,2020,496,0,496,COST
06042831301580000,2019,496,0,496,COST
06042831301600000,2021,294686,166110,460796,COST
06042831301600000,2020,251152,119700,370852,COST
06042831301600000,2019,251152,119700,370852,COST
06042831301620000,2021,276074,56810,332884,COST
06042831301620000,2020,233013,112538,345551,MRA
06042831301620000,2019,233013,112538,345551,MRA
06042831301680000,2021,189846,512430,702276,COST
06042831301680000,2020,151536,400547,552083,MRA
06042831301680000,2019,151536,400547,552083,MRA
06042831301700000,2021,246478,3376570,3623048,COST
06042831301700000,2020,204531,2064710,2269241,COST
06042831301700000,2019,204531,1931100,2135631,COST
06042831301720000,2021,371,0,371,COST
06042831301720000,2020,345,0,345,COST
06042831301720000,2019,345,0,345,COST
06042831301760000,2021,245952,368280,614232,COST
06042831301760000,2020,204045,321090,525135,COST
06042831301760000,2019,204045,321090,525135,COST
06042831301780000,2021,265895,103440,369335,COST
06042831301780000,2020,223168,138232,361400,MKT
06042831301780000,2019,223168,138232,361400,MKT
06042831302010000,2021,69003,0,69003,COST
06042831302010000,2020,37454,0,37454,COST
06042831302010000,2019,37454,0,37454,COST
06042831401026500,2021,164279,0,164279,COST
06042831401026500,2020,153729,0,153729,COST
06042831401026500,2019,153729,0,153729,COST
06042831401420000,2021,290058,0,290058,COST
06042831401420000,2020,246625,0,246625,COST
06042831401420000,2019,246625,0,246625,COST
06042831401440000,2021,320378,0,320378,COST
06042831401440000,2020,276472,0,276472,COST
06042831401440000,2019,276472,0,276472,COST
06042831419010000,2021,181,0,181,COST
06042831419010000,2020,169,0,169,COST
06042831419010000,2019,169,0,169,COST
06042831440010000,2021,331967,0,331967,COST
06042831440010000,2020,287994,0,287994,COST
06042831440010000,2019,287994,0,287994,COST
06042831440040000,2021,345250,0,345250,COST
06042831440040000,2020,301275,0,301275,COST
06042831440040000,2019,301275,0,301275,COST
06042832103020000,2021,554576,1163124,1717700,INCOME
06042832103020000,2020,303533,1307140,1610673,COST
06042832103020000,2019,303533,1307140,1610673,COST
06042832103040000,2021,237674,322890,560564,COST
06042832103040000,2020,177104,310180,487284,COST
06042832103040000,2019,177104,310180,487284,COST
06042832103050000,2021,197356,460960,658316,COST
06042832103050000,2020,158444,249030,407474,COST
06042832103050000,2019,158444,249030,407474,COST
06042832103070000,2021,270328,1555572,1825900,INCOME
06042832103070000,2020,227449,1477651,1705100,INCOME
06042832103070000,2019,227449,1477651,1705100,INCOME
06042832103080000,2021,312762,0,312762,COST
06042832103080000,2020,268934,0,268934,COST
06042832103080000,2019,268934,0,268934,COST
06042832103090000,2021,348271,278620,626891,COST
06042832103090000,2020,274724,250476,525200,INCOME
06042832103090000,2019,274724,250476,525200,INCOME
06042832103100000,2021,348271,0,348271,COST
06042832103100000,2020,274724,0,274724,COST
06042832103100000,2019,274724,0,274724,COST
06042832103110000,2021,372662,0,372662,COST
06042832103110000,2020,296946,0,296946,COST
06042832103110000,2019,296946,0,296946,COST
06042832103120000,2021,399154,84080,483234,COST
06042832103120000,2020,321328,80940,402268,COST
06042832103120000,2019,321328,80940,402268,COST
06042832103130000,2021,404631,0,404631,COST
06042832103130000,2020,361545,0,361545,COST
06042832103130000,2019,361545,0,361545,COST
06042832401010000,2021,2458,0,2458,COST
06042832401010000,2020,1320,0,1320,COST
06042832401010000,2019,1320,0,1320,COST
06042832401040000,2021,308200,810420,1118620,COST
06042832401040000,2020,423000,844600,1267600,COST
06042832401040000,2019,423000,525270,948270,COST
06042832401060000,2021,301769,170840,472609,COST
06042832401060000,2020,224515,177500,402015,COST
06042832401060000,2019,224515,177500,402015,COST
06042832402020000,2021,134162,0,134162,COST
06042832402020000,2020,72154,0,72154,COST
06042832402020000,2019,72154,0,72154,COST
06042832402070000,2021,502404,78520,580924,COST
06042832402070000,2020,300134,23243,323377,MRA
06042832402070000,2019,300134,23243,323377,MRA
06042832402090000,2021,544087,564313,1108400,INCOME
06042832402090000,2020,296946,740654,1037600,INCOME
06042832402090000,2019,296946,740654,1037600,INCOME
06042832402100000,2021,4,0,4,COST
06042832402100000,2020,4,0,4,COST
06042832402100000,2019,4,0,4,COST
06042832403010000,2021,275496,373200,648696,COST
06042832403010000,2020,220373,315510,535883,COST
06042832403010000,2019,220373,315510,535883,COST
06042832403070000,2021,554576,225024,779600,INCOME
06042832403070000,2020,303533,452067,755600,INCOME
06042832403070000,2019,303533,452067,755600,INCOME
06042832403200000,2021,322238,717930,1040168,COST
06042832403200000,2020,251263,680430,931693,COST
06042832403200000,2019,251263,680430,931693,COST
06042832403250000,2021,390055,1136860,1526915,COST
06042832403250000,2020,342790,72960,415750,COST
06042832403250000,2019,342790,72960,415750,COST
06042832404010000,2021,129629,0,129629,COST
06042832404010000,2020,124922,0,124922,COST
06042832404010000,2019,124922,0,124922,COST
06042832404030000,2021,326247,297660,623907,COST
06042832404030000,2020,282300,249720,532020,COST
06042832404030000,2019,282300,249720,532020,COST
06042832404050000,2021,744770,140550,885320,COST
06042832404050000,2020,425947,138340,564287,COST
06042832404050000,2019,425947,138340,564287,COST
06042832404200000,2021,767986,0,767986,COST
06042832404200000,2020,394656,0,394656,COST
06042832404200000,2019,394656,0,394656,COST
06042833101010000,2021,157983,0,157983,COST
06042833101010000,2020,85012,0,85012,COST
06042833101010000,2019,85012,0,85012,COST
06042833101030000,2021,804503,1299280,2103783,COST
06042833101030000,2020,1102762,654370,1757132,COST
06042833101030000,2019,1102762,654370,1757132,COST
06042833101060000,2021,308200,167940,476140,COST
06042833101060000,2020,423000,173570,596570,COST
06042833101060000,2019,423000,173570,596570,COST
06042833101100000,2021,819152,497530,1316682,COST
06042833101100000,2020,1110177,519440,1629617,COST
06042833101100000,2019,1110177,519440,1629617,COST
06042833102100000,2021,216421,618470,834891,COST
06042833102100000,2020,176154,536670,712824,COST
06042833102100000,2019,176154,536670,712824,COST
06042833102120000,2021,174580,0,174580,COST
06042833102120000,2020,137620,0,137620,COST
06042833102120000,2019,137620,0,137620,COST
06042833102160000,2021,177779,239570,417349,COST
06042833102160000,2020,140522,202390,342912,COST
06042833102160000,2019,140522,202390,342912,COST
06042833102180000,2021,331773,243340,575113,COST
06042833102180000,2020,287801,177640,465441,COST
06042833102180000,2019,287801,177640,465441,COST
06042833102190000,2021,457623,744510,1202133,COST
06042833102190000,2020,666201,767680,1433881,OVR
06042833102190000,2019,666201,767680,1433881,COST
06042833102200000,2021,309748,487480,797228,COST
06042833102200000,2020,424440,509530,933970,COST
06042833102200000,2019,424440,509530,933970,COST
06042833102210000,2021,323415,875710,1199125,COST
06042833102210000,2020,447082,911760,1358842,COST
06042833102210000,2019,447082,911760,1358842,COST
06042833102230000,2021,323415,215080,538495,COST
06042833102230000,2020,447082,219100,666182,COST
06042833102230000,2019,447082,219100,666182,COST
06042833201140000,2021,324914,0,324914,COST
06042833201140000,2020,280975,0,280975,COST
06042833201140000,2019,280975,0,280975,COST
06042833201200000,2021,221913,0,221913,COST
06042833201200000,2020,181300,0,181300,COST
06042833201200000,2019,213597,0,213597,COST
06042833202010000,2021,16588,0,16588,COST
06042833202010000,2020,9072,0,9072,COST
06042833202010000,2019,9072,0,9072,COST
06042833203030000,2021,232924,0,232924,COST
06042833203030000,2020,191676,0,191676,COST
06042833203030000,2019,191676,0,191676,COST
06042833203040000,2021,329003,960200,1289203,COST
06042833203040000,2020,289579,560720,850299,COST
06042833203040000,2019,289579,560720,850299,COST
06042833203050000,2021,327285,612730,940015,COST
06042833203050000,2020,287842,513990,801832,COST
06042833203050000,2019,287842,513990,801832,COST
06042833203060000,2021,291806,2000830,2292636,COST
06042833203060000,2020,252287,1721130,1973417,COST
06042833203060000,2019,252287,1721130,1973417,COST
06042833203070000,2021,369692,599430,969122,COST
06042833203070000,2020,331098,501000,832098,COST
06042833203070000,2019,331098,501000,832098,COST
06042833204010000,2021,97854,0,97854,COST
06042833204010000,2020,135375,0,135375,COST
06042833204010000,2019,135375,0,135375,COST
06042834101010000,2021,265993,0,265993,COST
06042834101010000,2020,142960,0,142960,COST
06042834101010000,2019,142960,0,142960,COST
06042835101010000,2021,260000,0,260000,COST
06042835101010000,2020,139680,0,139680,COST
06042835101010000,2019,139680,0,139680,COST
06042836101010000,2021,199379,0,199379,COST
06042836101010000,2020,107802,0,107802,COST
06042836101010000,2019,107802,0,107802,COST
06042901101010000,2021,129717,0,129717,COST
06042901101010000,2020,69834,0,69834,COST
06042901101010000,2019,69834,0,69834,COST
06042901201010000,2021,110909,0,110909,COST
06042901201010000,2020,59801,0,59801,COST
06042901201010000,2019,59801,0,59801,COST
06042902101010000,2021,194706,0,194706,COST
06042902101010000,2020,105330,0,105330,COST
06042902101010000,2019,105330,0,105330,COST
06042903101010000,2021,184863,0,184863,COST
06042903101010000,2020,100161,0,100161,COST
06042903101010000,2019,100161,0,100161,COST
06042904101010000,2021,254673,0,254673,COST
06042904101010000,2020,136879,0,136879,COST
06042904101010000,2019,136879,0,136879,COST
06042905101010000,2021,278927,0,278927,COST
06042905101010000,2020,150313,0,150313,COST
06042905101010000,2019,150313,0,150313,COST
06042906101010000,2021,410426,0,410426,COST
06042906101010000,2020,221480,0,221480,COST
06042906101010000,2019,221480,0,221480,COST
06042906201200000,2021,6365,0,6365,COST
06042906201200000,2020,5924,0,5924,COST
06042906201200000,2019,5924,0,5924,COST
06042907101010000,2021,415490,0,415490,COST
06042907101010000,2020,223996,0,223996,COST
06042907101010000,2019,223996,0,223996,COST
06042908101010000,2021,273887,0,273887,COST
06042908101010000,2020,147282,0,147282,COST
06042908101010000,2019,147282,0,147282,COST
06042909101010000,2021,247715,0,247715,COST
06042909101010000,2020,133220,0,133220,COST
06042909101010000,2019,133220,0,133220,COST
06042910101010000,2021,205897,0,205897,COST
06042910101010000,2020,111231,0,111231,COST
06042910101010000,2019,111231,0,111231,COST
06042911101010000,2021,88776,0,88776,COST
06042911101010000,2020,49630,0,49630,COST
06042911101010000,2019,49630,0,49630,COST
06042912101010000,2021,56367,0,56367,COST
06042912101010000,2020,31120,0,31120,COST
06042912101010000,2019,31120,0,31120,COST
06042912301010000,2021,22750,0,22750,COST
06042912301010000,2020,13443,0,13443,COST
06042912301010000,2019,13443,0,13443,COST
06042913101010000,2021,185623,0,185623,COST
06042913101010000,2020,100569,0,100569,COST
06042913101010000,2019,100569,0,100569,COST
06042914101010000,2021,171858,0,171858,COST
06042914101010000,2020,93332,0,93332,COST
06042914101010000,2019,93332,0,93332,COST
06042915101010000,2021,159180,0,159180,COST
06042915101010000,2020,86666,0,86666,COST
06042915101010000,2019,86666,0,86666,COST
06042916101010000,2021,230327,0,230327,COST
06042916101010000,2020,124074,0,124074,COST
06042916101010000,2019,124074,0,124074,COST
06042917101010000,2021,256052,0,256052,COST
06042917101010000,2020,137604,0,137604,COST
06042917101010000,2019,137604,0,137604,COST
06042918101010000,2021,331151,0,331151,COST
06042918101010000,2020,178132,0,178132,COST
06042918101010000,2019,178132,0,178132,COST
06042919101010000,2021,355953,0,355953,COST
06042919101010000,2020,191301,0,191301,COST
06042919101010000,2019,191301,0,191301,COST
06042920101010000,2021,260000,0,260000,COST
06042920101010000,2020,139680,0,139680,COST
06042920101010000,2019,139680,0,139680,COST
06042921101010000,2021,123225,0,123225,COST
06042921101010000,2020,67759,0,67759,COST
06042921101010000,2019,67759,0,67759,COST
06042922101010000,2021,79774,0,79774,COST
06042922101010000,2020,44169,0,44169,COST
06042922101010000,2019,44169,0,44169,COST
06042922201010000,2021,30762,0,30762,COST
06042922201010000,2020,16917,0,16917,COST
06042922201010000,2019,16917,0,16917,COST
06042923101010000,2021,188038,0,188038,COST
06042923101010000,2020,101099,0,101099,COST
06042923101010000,2019,101099,0,101099,COST
06042923201010000,2021,65000,0,65000,COST
06042923201010000,2020,34920,0,34920,COST
06042923201010000,2019,34920,0,34920,COST
06042924101010000,2021,247624,0,247624,COST
06042924101010000,2020,133172,0,133172,COST
06042924101010000,2019,133172,0,133172,COST
06042925101010000,2021,260000,0,260000,COST
06042925101010000,2020,139680,0,139680,COST
06042925101010000,2019,139680,0,139680,COST
06042926101010000,2021,260000,0,260000,COST
06042926101010000,2020,139680,0,139680,COST
06042926101010000,2019,139680,0,139680,COST
06042927101010000,2021,114880,0,114880,COST
06042927101010000,2020,62629,0,62629,COST
06042927101010000,2019,62629,0,62629,COST
06042927401010000,2021,65000,0,65000,COST
06042927401010000,2020,34920,0,34920,COST
06042927401010000,2019,34920,0,34920,COST
06042928101010000,2021,28101,0,28101,COST
06042928101010000,2020,16257,0,16257,COST
06042928101010000,2019,16257,0,16257,COST
06042928201010000,2021,115729,0,115729,COST
06042928201010000,2020,62338,0,62338,COST
06042928201010000,2019,62338,0,62338,COST
06042929101010000,2021,247548,0,247548,COST
06042929101010000,2020,133132,0,133132,COST
06042929101010000,2019,133132,0,133132,COST
06042930101010000,2021,348896,0,348896,COST
06042930101010000,2020,187437,0,187437,COST
06042930101010000,2019,187437,0,187437,COST
06042931101010000,2021,341450,0,341450,COST
06042931101010000,2020,183522,0,183522,COST
06042931101010000,2019,183522,0,183522,COST
06042932101010000,2021,258698,0,258698,COST
06042932101010000,2020,138995,0,138995,COST
06042932101010000,2019,138995,0,138995,COST
06042933101010000,2021,116034,0,116034,COST
06042933101010000,2020,63978,0,63978,COST
06042933101010000,2019,63978,0,63978,COST
06042934101010000,2021,99424,0,99424,COST
06042934101010000,2020,55243,0,55243,COST
06042934101010000,2019,55243,0,55243,COST
06042935101010000,2021,244000,0,244000,COST
06042935101010000,2020,131265,0,131265,COST
06042935101010000,2019,131265,0,131265,COST
06042936101010000,2021,260000,0,260000,COST
06042936101010000,2020,139680,0,139680,COST
06042936101010000,2019,139680,0,139680,COST
06051401101010000,2021,228128,0,228128,COST
06051401101010000,2020,122599,0,122599,COST
06051401101010000,2019,122599,0,122599,COST
06051402101010000,2021,234509,0,234509,COST
06051402101010000,2020,126040,0,126040,COST
06051402101010000,2019,126040,0,126040,COST
06051403101010000,2021,226963,0,226963,COST
06051403101010000,2020,121988,0,121988,COST
06051403101010000,2019,121988,0,121988,COST
06051410101010000,2021,200134,0,200134,COST
06051410101010000,2020,107919,0,107919,COST
06051410101010000,2019,107919,0,107919,COST
06051411101010000,2021,171326,0,171326,COST
06051411101010000,2020,92813,0,92813,COST
06051411101010000,2019,92813,0,92813,COST
06051412101010000,2021,221503,0,221503,COST
06051412101010000,2020,119124,0,119124,COST
06051412101010000,2019,119124,0,119124,COST
06051413101010000,2021,224469,0,224469,COST
06051413101010000,2020,120797,0,120797,COST
06051413101010000,2019,120797,0,120797,COST
06051414101010000,2021,218043,0,218043,COST
06051414101010000,2020,117312,0,117312,COST
06051414101010000,2019,117312,0,117312,COST
06051415101010000,2021,87694,0,87694,COST
06051415101010000,2020,48957,0,48957,COST
06051415101010000,2019,48957,0,48957,COST
06051422101010000,2021,174309,0,174309,COST
06051422101010000,2020,94378,0,94378,COST
06051422101010000,2019,94378,0,94378,COST
06051423101010000,2021,224372,0,224372,COST
06051423101010000,2020,120617,0,120617,COST
06051423101010000,2019,120617,0,120617,COST
06051424101010000,2021,249656,0,249656,COST
06051424101010000,2020,134016,0,134016,COST
06051424101010000,2019,134016,0,134016,COST
06051425101010000,2021,229161,0,229161,COST
06051425101010000,2020,123141,0,123141,COST
06051425101010000,2019,123141,0,123141,COST
06051426101010000,2021,241751,0,241751,COST
06051426101010000,2020,129742,0,129742,COST
06051426101010000,2019,129742,0,129742,COST
06051427101010000,2021,130959,0,130959,COST
06051427101010000,2020,71643,0,71643,COST
06051427101010000,2019,71643,0,71643,COST
06051434101010000,2021,197220,0,197220,COST
06051434101010000,2020,106391,0,106391,COST
06051434101010000,2019,106391,0,106391,COST
06051435101010000,2021,216243,0,216243,COST
06051435101010000,2020,116366,0,116366,COST
06051435101010000,2019,116366,0,116366,COST
06051436101010000,2021,134070,0,134070,COST
06051436101010000,2020,73276,0,73276,COST
06051436101010000,2019,73276,0,73276,COST
06051501101010000,2021,306569,0,306569,COST
06051501101010000,2020,165265,0,165265,COST
06051501101010000,2019,165265,0,165265,COST
06051502101010000,2021,265536,0,265536,COST
06051502101010000,2020,142958,0,142958,COST
06051502101010000,2019,142958,0,142958,COST
06051503101010000,2021,277026,0,277026,COST
06051503101010000,2020,149381,0,149381,COST
06051503101010000,2019,149381,0,149381,COST
06051504101010000,2021,263712,0,263712,COST
06051504101010000,2020,141965,0,141965,COST
06051504101010000,2019,141965,0,141965,COST
06051505101010000,2021,260801,0,260801,COST
06051505101010000,2020,140084,0,140084,COST
06051505101010000,2019,140084,0,140084,COST
06051506101010000,2021,243920,0,243920,COST
06051506101010000,2020,130880,0,130880,COST
06051506101010000,2019,130880,0,130880,COST
06051507101010000,2021,255646,0,255646,COST
06051507101010000,2020,137283,0,137283,COST
06051507101010000,2019,137283,0,137283,COST
06051508101010000,2021,267566,0,267566,COST
06051508101010000,2020,143830,0,143830,COST
06051508101010000,2019,143830,0,143830,COST
06051509101010000,2021,241111,0,241111,COST
06051509101010000,2020,129562,0,129562,COST
06051509101010000,2019,129562,0,129562,COST
06051510101010000,2021,255014,0,255014,COST
06051510101010000,2020,137091,0,137091,COST
06051510101010000,2019,137091,0,137091,COST
06051511101010000,2021,234388,0,234388,COST
06051511101010000,2020,126231,0,126231,COST
06051511101010000,2019,126231,0,126231,COST
06051512101010000,2021,270963,0,270963,COST
06051512101010000,2020,145797,0,145797,COST
06051512101010000,2019,145797,0,145797,COST
06051513101010000,2021,251495,0,251495,COST
06051513101010000,2020,135208,0,135208,COST
06051513101010000,2019,135208,0,135208,COST
06051514101010000,2021,260000,0,260000,COST
06051514101010000,2020,139680,0,139680,COST
06051514101010000,2019,139680,0,139680,COST
06051515101010000,2021,261054,0,261054,COST
06051515101010000,2020,140570,0,140570,COST
06051515101010000,2019,140570,0,140570,COST
06051516101010000,2021,258646,0,258646,COST
06051516101010000,2020,138938,0,138938,COST
06051516101010000,2019,138938,0,138938,COST
06051517101010000,2021,242844,0,242844,COST
06051517101010000,2020,130316,0,130316,COST
06051517101010000,2019,130316,0,130316,COST
06051518101010000,2021,250297,0,250297,COST
06051518101010000,2020,134535,0,134535,COST
06051518101010000,2019,134535,0,134535,COST
