id,category,subcategory,address,subdivision,modified,neighborhood,lot_size,acres,year_built,style,heating,sqft,bedrooms,full_baths,half_baths
06042831301460000,RP,Residential Property,189 TWO RIVERS RD,,10/13/2020 1:01:49 PM,206.009,00,0.953,1995,08 - Conventional,5 - Forced Air,1644,3,3,0
06042831301480000,RP,Residential Property,1120 LONE MOUNTAIN TRL,,10/13/2020 11:31:05 AM,206.009,00,0.473,1976,08 - Conventional,7 - Electric Baseboard/Electric Radiant,1507,1,1,0
06042831301500000,RP,Residential Property,248 TWO RIVERS RD,,10/13/2020 11:28:09 AM,206.009,00,2,1976,11 - Log,7 - Electric Baseboard/Electric Radiant,1248,4,2,0
06042831301520000,RP,Residential Property,75 KNAUBS HOLE RD,,10/13/2020 11:37:40 AM,206.009,00,4.09,1999,08 - Conventional,5 - Forced Air,921,1,1,0
06042831301560000,RP,Non-Qualified Ag,100 KNAUBS HOLE RD,,10/13/2020 11:34:19 AM,206.009,,4.02,,,,,,,
06042831301580000,RP,Non-Qualified Ag,,,10/13/2020 11:33:25 AM,206.009,,9.628,,,,,,,
06042831301600000,RP,Residential Property,251 TWO RIVERS RD,,10/13/2020 1:01:49 PM,206.009,00,1.8,2001,13 - A-Frame,0,762,2,1,0
06042831301620000,RP,Residential Property,253 TWO RIVERS RD,,10/13/2020 1:01:49 PM,206.009,00,1.457,1993,08 - Conventional,7 - Electric Baseboard/Electric Radiant,540,1,0,1
06042831301680000,RP,Residential Property,205 TWO RIVERS RD,,10/13/2020 1:01:49 PM,206.009,00,0.433,1989,04 - Modern,7 - Electric Baseboard/Electric Radiant,1220,2,2,0
06042831301700000,RP,Non-Qualified Ag,942 LONE MOUNTAIN TRL,,10/13/2020 1:01:49 PM,206.009,00,12.247,2019,08 - Conventional,5 - Forced Air,4946,5,6,0
06042831301720000,RP,Non-Qualified Ag,940 LONE MOUNTAIN TRL,,10/13/2020 11:23:47 AM,206.009,,6.7,,,,,,,
06042831301760000,RP,Residential Property,980 LONE MOUNTAIN TRL,,10/13/2020 11:36:27 AM,206.009,00,1.002,2014,11 - Log,7 - Electric Baseboard/Electric Radiant,1360,2,2,0
06042831301780000,RP,Residential Property,1000 LONE MOUNTAIN TRL,,10/13/2020 11:28:18 AM,206.009,00,1.29,1972,13 - A-Frame,7 - Electric Baseboard/Electric Radiant,431,2,1,0
06042831302010000,RP,Agricultural and Timber Properties,,,10/13/2020 11:32:59 AM,206.009,,4.508,,,,,,,
06042831401026500,RP,Residential Property,1100 TWO RIVERS RD,MINOR SUB 281,10/13/2020 11:25:02 AM,206.009,00,13.429,,,,,,,
06042831401420000,RP,Residential Property,VOGEL RD,MINOR SUB 281,10/13/2020 11:24:42 AM,206.009,00,1.71,,,,,,,
06042831401440000,RP,Residential Property,TWO RIVERS RD,MINOR SUB 281,10/13/2020 11:39:18 AM,206.009,00,2.36,,,,,,,
06042831419010000,RP,Non-Qualified Ag,,,10/13/2020 11:23:58 AM,206.009,,3.272,,,,,,,
06042831440010000,RP,Residential Property,VOGEL RD,MINOR SUB 281,10/13/2020 11:31:16 AM,206.009,00,2.648,,,,,,,
06042831440040000,RP,Government Property,,MINOR SUB 281,10/13/2020 11:29:20 AM,206.009,00,3.007,,,,,,,
06042832103020000,RP,Commercial Property,47995 GALLATIN RD,BIG HORN TRACTS,10/13/2020 11:27:32 AM,206.109.H,00,1.75,1993,,,,,,
06042832103040000,RP,Commercial Property,48065 GALLATIN RD,BIG HORN TRACTS,10/13/2020 11:29:17 AM,206.109.H,00,0.383,1990,,,,,,
06042832103050000,RP,Commercial Property,48065 GALLATIN RD,BIG HORN TRACTS,10/13/2020 11:23:02 AM,206.009,00,0.491,1977,,,,,,
06042832103070000,RP,Commercial Property,48103 GALLATIN RD,BIG HORN TRACTS,10/13/2020 11:33:11 AM,206.009,00,1.361,1995,,,,,,
06042832103080000,RP,Residential Property,48115 GALLATIN RD,BIG HORN TRACTS,10/13/2020 11:29:26 AM,206.009,00,2.183,,,,,,,
06042832103090000,RP,Commercial Property,48025 GALLATIN RD,BIG HORN TRACTS,10/13/2020 11:32:04 AM,206.109.H,00,1.321,1985,,,,,,
06042832103100000,RP,Residential Property,,BIG HORN TRACTS,10/13/2020 11:33:36 AM,206.109.H,00,1.321,,,,,,,
06042832103110000,RP,Residential Property,,BIG HORN TRACTS,10/13/2020 11:25:23 AM,206.109.H,00,1.645,,,,,,,
06042832103120000,RP,Commercial Property,,BIG HORN TRACTS,10/13/2020 11:30:17 AM,206.109.H,00,2.055,1993,,,,,,
06042832103130000,RP,Residential Property,,BIG HORN TRACTS,10/13/2020 11:32:34 AM,206.009,00,5.029,,,,,,,
06042832401010000,RP,Agricultural and Timber Properties,,,10/13/2020 11:30:11 AM,206.009.W,,6.05,,,,,,,
06042832401040000,RP,Residential Property,48020 GALLATIN RD,,10/13/2020 11:37:28 AM,206.009.W,00,1,2016,11 - Log,7 - Electric Baseboard/Electric Radiant,1327,3,3,0
06042832401060000,RP,Residential Property,48000 GALLATIN RD,,10/13/2020 11:23:56 AM,206.009.W,00,0.274,1981,11 - Log,0,1519,1,1,0
06042832402020000,RP,Government Property,,,10/13/2020 11:23:53 AM,206.009,,350.907,,,,,,,
06042832402070000,RP,Residential Property,135 LONE MOUNTAIN TRL,,10/13/2020 11:26:23 AM,206.009,00,2.975,1955,11 - Log,0,372,1,1,0
06042832402090000,RP,Commercial Property,25 LONE MOUNTAIN TRL,,10/13/2020 11:24:22 AM,206.109.H,00,1.645,1953,,,,,,
06042832402100000,RP,Residential Property,GALLATIN RD,,10/13/2020 11:37:09 AM,206.009,,0.34,,,,,,,
06042832403010000,RP,Residential Property,47845 GALLATIN RD,,10/13/2020 11:32:07 AM,206.009,00,106.114,1960,11 - Log,0,143,0,0,0
06042832403070000,RP,Commercial Property,90 LONE MOUNTAIN TRL,,10/13/2020 11:28:28 AM,206.109.H,00,1.75,1972,,,,,,
06042832403200000,RP,Commercial Property,47835 GALLATIN RD,,10/13/2020 11:25:54 AM,206.109.H,00,1.027,1974,,,,,,
06042832403250000,RP,Industrial Real Property,47737 GALLATIN RD,,10/13/2020 11:37:54 AM,206.109.H,00,7.702,2001,,,,,,
06042832404010000,RP,Residential Property,GALLATIN RD,,10/13/2020 11:27:48 AM,206.009.W,00,12.676,,,,,,,
06042832404030000,RP,Residential Property,47875 GALLATIN RD,,10/13/2020 11:29:51 AM,206.009,00,2.503,1980,03 - Ranch,7 - Electric Baseboard/Electric Radiant,1400,2,2,0
06042832404050000,RP,Commercial Property,47905 GALLATIN RD,,3/17/2021 9:06:41 PM,206.109.H,00,4.55,1940,,,,,,
06042832404200000,RP,Commercial Property,47710 GALLATIN RD,,10/13/2020 11:29:26 AM,206.109.H,00,3.12,,,,,,,
06042833101010000,RP,Government Property,,,10/13/2020 11:25:21 AM,206.009,,10.628,,,,,,,
06042833101030000,RP,Non-Qualified Ag,48750 GALLATIN RD,,10/13/2020 11:37:02 AM,206.009.W,00,57.5,1940,11 - Log,7 - Electric Baseboard/Electric Radiant,968,1,1,0
06042833101060000,RP,Residential Property,GALLATIN RD,,10/13/2020 11:24:47 AM,206.009.W,00,1,2000,11 - Log,0,1123,2,1,0
06042833101100000,RP,Agricultural and Timber Properties,48784 GALLATIN RD,,10/13/2020 11:30:53 AM,206.009.W,00,25.777,1950,08 - Conventional,7 - Electric Baseboard/Electric Radiant,900,2,2,0
06042833102100000,RP,Residential Property,48500 GALLATIN RD,,10/13/2020 1:01:49 PM,206.009,00,0.662,2009,11 - Log,1 - Floor/Wall/Space,1815,3,3,0
06042833102120000,RP,Residential Property,GALLATIN RD,,10/13/2020 11:28:57 AM,206.009,00,0.33,,,,,,,
06042833102160000,RP,Residential Property,48440 GALLATIN RD,,10/13/2020 11:37:48 AM,206.009,00,0.35,2009,11 - Log,,240,0,1,0
06042833102180000,RP,Residential Property,48121 GALLATIN RD,MINOR SUB 060A,10/13/2020 11:27:41 AM,206.009,00,2.643,1940,11 - Log,7 - Electric Baseboard/Electric Radiant,918,2,1,0
06042833102190000,RP,Residential Property,48042 GALLATIN RD,MINOR SUB 339,10/13/2020 11:26:42 AM,206.009.W,00,3.6,1997,03 - Ranch,2 - Hot Water/Water Radiant,1860,5,2,1
06042833102200000,RP,Non-Qualified Ag,48050 GALLATIN RD,MINOR SUB 060,10/13/2020 11:25:19 AM,206.009.W,00,27.96,1991,11 - Log,2 - Hot Water/Water Radiant,2620,3,2,0
06042833102210000,RP,Residential Property,48040 GALLATIN RD,,10/13/2020 11:26:29 AM,206.009.W,00,1.169,1994,11 - Log,2 - Hot Water/Water Radiant,2782,3,3,1
06042833102230000,RP,Residential Property,48070 GALLATIN RD,,10/13/2020 11:38:02 AM,206.009.W,00,1.169,1997,11 - Log,1 - Floor/Wall/Space,1098,2,2,0
06042833201140000,RP,Residential Property,48295 GALLATIN RD,,10/13/2020 11:27:52 AM,206.009,00,2.47,,,,,,,
06042833201200000,RP,Residential Property,,,10/13/2020 1:01:49 PM,206.009,00,0.718,,,,,,,
06042833202010000,RP,Government Property,,,10/13/2020 11:24:25 AM,206.009.W,,1.343,,,,,,,
06042833203030000,RP,Residential Property,,,10/13/2020 11:35:45 AM,206.009,00,0.84,,,,,,,
06042833203040000,RP,Residential Property,71 LOWER DUDLEY CREEK RD,DUDLEY CREEK SUB,10/13/2020 1:01:49 PM,206.009,00,8.32,2016,08 - Conventional,5 - Forced Air,2766,3,2,0
06042833203050000,RP,Residential Property,1 LOWER DUDLEY CREEK RD,DUDLEY CREEK SUB,10/13/2020 11:27:34 AM,206.009,00,8.18,1988,14 - Other,7 - Electric Baseboard/Electric Radiant,505,1,1,0
06042833203060000,RP,Residential Property,100 LOWER DUDLEY CREEK RD,DUDLEY CREEK SUB,10/13/2020 11:26:30 AM,206.009,00,5.64,2006,08 - Conventional,2 - Hot Water/Water Radiant,6064,8,6,1
06042833203070000,RP,Residential Property,48725 GALLATIN RD,DUDLEY CREEK SUB,10/13/2020 11:24:31 AM,206.009,00,12.14,2004,08 - Conventional,5 - Forced Air,1888,3,3,0
06042833204010000,RP,Government Property,,,10/13/2020 11:24:57 AM,206.009.W,00,1.2,,,,,,,
06042834101010000,RP,Government Property,,,10/13/2020 11:35:03 AM,206.009,,596.907,,,,,,,
06042835101010000,RP,Government Property,,,10/13/2020 11:32:35 AM,206.009,,640,,,,,,,
06042836101010000,RP,Government Property,,,10/13/2020 11:27:02 AM,206.009,,486.467,,,,,,,
06042901101010000,RP,Government Property,,,10/13/2020 11:31:15 AM,206.015,,318.382,,,,,,,
06042901201010000,RP,Government Property,,,10/13/2020 11:23:56 AM,206.015,,48.351,,,,,,,
06042902101010000,RP,Government Property,,,10/13/2020 11:38:47 AM,206.015,,163.353,,,,,,,
06042903101010000,RP,Government Property,,,10/13/2020 11:36:34 AM,206.015,,189.267,,,,,,,
06042904101010000,RP,Government Property,,,10/13/2020 11:32:01 AM,206.015,,626.509,,,,,,,
06042905101010000,RP,Government Property,,,10/13/2020 11:23:13 AM,206.015,,152.855,,,,,,,
06042906101010000,RP,Government Property,,,10/13/2020 11:31:50 AM,206.015,,4.195,,,,,,,
06042906201200000,RP,Non-Qualified Ag,,,10/13/2020 11:28:59 AM,206.015,,115,,,,,,,
06042907101010000,RP,Government Property,,,10/13/2020 11:25:00 AM,206.015,,5.288,,,,,,,
06042908101010000,RP,Government Property,,,10/13/2020 11:35:36 AM,206.015,,537.093,,,,,,,
06042909101010000,RP,Government Property,,,10/13/2020 11:28:44 AM,206.015,,31.115,,,,,,,
06042910101010000,RP,Government Property,,,10/13/2020 11:23:52 AM,206.015,,502.977,,,,,,,
06042911101010000,RP,Government Property,,,10/13/2020 11:33:03 AM,206.015,,201.764,,,,,,,
06042912101010000,RP,Government Property,,,10/13/2020 11:23:54 AM,206.015,,133.514,,,,,,,
06042912301010000,RP,Government Property,,,10/13/2020 11:33:42 AM,206.015,,271.627,,,,,,,
06042913101010000,RP,Government Property,,,10/13/2020 11:35:38 AM,206.015,,188.371,,,,,,,
06042914101010000,RP,Government Property,,,10/13/2020 11:28:51 AM,206.015,,223.232,,,,,,,
06042915101010000,RP,Government Property,,,10/13/2020 11:32:26 AM,206.015,,384.664,,,,,,,
06042916101010000,RP,Government Property,,,10/13/2020 11:37:36 AM,206.015,,75.165,,,,,,,
06042917101010000,RP,Government Property,,,10/13/2020 11:26:13 AM,206.015,,630,,,,,,,
06042918101010000,RP,Government Property,,,10/13/2020 11:32:18 AM,206.015,,787.021,,,,,,,
06042919101010000,RP,Government Property,,,10/13/2020 11:36:03 AM,206.015,,50.987,,,,,,,
06042920101010000,RP,Government Property,,,10/13/2020 11:38:29 AM,206.015,,640,,,,,,,
06042921101010000,RP,Government Property,,,10/13/2020 11:29:59 AM,206.015,,293.598,,,,,,,
06042922101010000,RP,Government Property,,,10/13/2020 11:26:59 AM,206.015,,188.17,,,,,,,
06042922201010000,RP,Government Property,,,10/13/2020 11:28:18 AM,206.015,,86.71,,,,,,,
06042923101010000,RP,Government Property,,,10/13/2020 11:30:45 AM,206.015,,17.633,,,,,,,
06042923201010000,RP,Government Property,,,10/13/2020 11:33:09 AM,206.015,,160,,,,,,,
06042924101010000,RP,Government Property,,,10/13/2020 11:32:39 AM,206.015,,31.343,,,,,,,
06042925101010000,RP,Government Property,,,10/13/2020 11:23:33 AM,206.015,,640,,,,,,,
06042926101010000,RP,Government Property,,,10/13/2020 11:36:29 AM,206.015,,640,,,,,,,
06042927101010000,RP,Government Property,,,10/13/2020 11:25:33 AM,206.015,,277.083,,,,,,,
06042927401010000,RP,Government Property,,,10/13/2020 11:37:12 AM,206.015,,160,,,,,,,
06042928101010000,RP,Government Property,,,10/13/2020 11:32:28 AM,206.015,,258.075,,,,,,,
06042928201010000,RP,Government Property,,,10/13/2020 11:29:32 AM,206.015,,36.131,,,,,,,
06042929101010000,RP,Government Property,,,10/13/2020 11:25:33 AM,206.015,,608.464,,,,,,,
06042930101010000,RP,Government Property,,,10/13/2020 11:38:12 AM,206.015,,858.82,,,,,,,
06042931101010000,RP,Government Property,,,10/13/2020 11:23:13 AM,206.015,,839.963,,,,,,,
06042932101010000,RP,Government Property,,,10/13/2020 11:27:06 AM,206.015,,3.298,,,,,,,
06042933101010000,RP,Government Property,,,10/13/2020 11:25:07 AM,206.015,,364.611,,,,,,,
06042934101010000,RP,Government Property,,,10/13/2020 11:29:06 AM,206.015,,233.318,,,,,,,
06042935101010000,RP,Government Property,,,10/13/2020 11:31:27 AM,206.015,,40.533,,,,,,,
06042936101010000,RP,Government Property,,,10/13/2020 11:26:56 AM,206.015,,640,,,,,,,
06051401101010000,RP,Government Property,,,10/13/2020 11:30:19 AM,206.015,,597.285,,,,,,,
06051402101010000,RP,Government Property,,,10/13/2020 11:35:30 AM,206.015,,613.865,,,,,,,
06051403101010000,RP,Government Property,,,10/13/2020 11:23:03 AM,206.015,,594.135,,,,,,,
06051410101010000,RP,Government Property,,,10/13/2020 11:33:08 AM,206.015,,118.429,,,,,,,
06051411101010000,RP,Government Property,,,10/13/2020 11:30:43 AM,206.015,,443.651,,,,,,,
06051412101010000,RP,Government Property,,,10/13/2020 11:33:10 AM,206.015,,579.366,,,,,,,
06051413101010000,RP,Government Property,,,10/13/2020 11:25:50 AM,206.015,,543.357,,,,,,,
06051414101010000,RP,Government Property,,,10/13/2020 11:29:32 AM,206.015,,570.013,,,,,,,
06051415101010000,RP,Government Property,,,10/13/2020 11:30:18 AM,206.015,,217.444,,,,,,,
06051422101010000,RP,Government Property,,,10/13/2020 11:22:43 AM,206.015,,451.727,,,,,,,
06051423101010000,RP,Government Property,,,10/13/2020 11:24:16 AM,206.015,,582.932,,,,,,,
06051424101010000,RP,Government Property,,,10/13/2020 11:27:52 AM,206.015,,32.452,,,,,,,
06051425101010000,RP,Government Property,,,10/13/2020 11:26:56 AM,206.015,,600.082,,,,,,,
06051426101010000,RP,Government Property,,,10/13/2020 11:36:34 AM,206.015,,5.868,,,,,,,
06051427101010000,RP,Government Property,,,10/13/2020 11:22:49 AM,206.015,,334.46,,,,,,,
06051434101010000,RP,Government Property,,,10/13/2020 11:25:05 AM,206.015,,513.686,,,,,,,
06051435101010000,RP,Government Property,,,10/13/2020 11:32:50 AM,206.015,,565.139,,,,,,,
06051436101010000,RP,Government Property,,,10/13/2020 11:37:32 AM,206.015,,342.88,,,,,,,
06051501101010000,RP,Government Property,,,10/13/2020 11:22:29 AM,206.015,,5.319,,,,,,,
06051502101010000,RP,Government Property,,,10/13/2020 11:38:27 AM,206.015,,498.999,,,,,,,
06051503101010000,RP,Government Property,,,10/13/2020 11:24:58 AM,206.015,,11.53,,,,,,,
06051504101010000,RP,Government Property,,,10/13/2020 11:25:54 AM,206.015,,106.818,,,,,,,
06051505101010000,RP,Government Property,,,10/13/2020 11:30:20 AM,206.015,,95.253,,,,,,,
06051506101010000,RP,Government Property,,,10/13/2020 11:27:59 AM,206.015,,640,,,,,,,
06051507101010000,RP,Government Property,,,10/13/2020 11:27:35 AM,206.015,,573.74,,,,,,,
06051508101010000,RP,Government Property,,,10/13/2020 11:29:39 AM,206.015,,134.016,,,,,,,
06051509101010000,RP,Government Property,,,10/13/2020 11:23:37 AM,206.015,,98.555,,,,,,,
